Duplicate Removal Log - 20250422_011257
Total images scanned: 1889
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery146.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1192.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery147.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1185.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery148.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1027.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1493.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery105.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery15.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1174.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery150.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1074.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1505.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery14.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery151.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1372.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1524.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery102.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1536.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery126.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery154.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1538.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery155.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1112.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1568.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery129.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1574.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery13.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery158.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1483.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1582.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery117.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1587.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery108.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery159.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1048.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery16.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1263.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1613.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery135.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1622.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery153.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery163.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1420.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery164.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1612.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery165.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1496.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1654.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery114.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1656.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery100.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery166.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1173.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1665.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery133.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1671.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery109.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery169.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1535.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery17.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1625.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery170.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1517.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery171.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1658.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1718.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery157.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery172.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1608.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1724.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery138.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1726.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery11.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1727.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery143.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery173.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1355.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery174.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1156.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1749.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery152.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery175.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1179.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1759.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery118.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery176.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1031.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1768.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery142.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery177.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1080.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1770.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery160.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery178.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1453.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1787.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery156.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery179.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1292.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1799.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery168.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery18.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1638.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery180.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1110.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1800.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery10.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery181.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1598.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery182.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1265.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1822.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery124.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1827.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery140.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery183.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1550.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery184.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1078.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1847.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery132.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1848.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery161.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1849.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery136.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1852.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery167.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery186.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1347.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery187.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1114.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery1879.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery134.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery188.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1845.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery189.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1798.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery19.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1789.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery190.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1642.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery191.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1326.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery193.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1356.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery194.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1287.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery196.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1369.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery198.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1311.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery199.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1672.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery2.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1381.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery20.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1247.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery200.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1661.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery201.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1424.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery202.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1377.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery203.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1643.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery204.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1404.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery205.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1335.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery206.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1620.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery207.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1151.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery208.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1350.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery209.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1154.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery21.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1690.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery210.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1182.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery211.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1743.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery212.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1780.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery213.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1427.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery214.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1249.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery215.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1083.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery216.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1413.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery217.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1597.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery218.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1806.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery219.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1392.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery22.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1319.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery220.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1498.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery221.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1269.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery222.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1807.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery223.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1136.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery224.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1860.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery225.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1346.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery226.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1092.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery227.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1382.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery228.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1785.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery229.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1435.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery230.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1887.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery231.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1253.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery232.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1825.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery233.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1760.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery235.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1816.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery236.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1834.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery237.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1610.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery238.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1310.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery239.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1617.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery24.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1741.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery241.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1223.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery242.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1455.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery243.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1784.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery245.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1793.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery25.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1529.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery250.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1224.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery252.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1266.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery253.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1000.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery255.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1615.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery256.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1611.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery257.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1602.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery258.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1181.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery259.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1730.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery26.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1544.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery260.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1152.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery261.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1283.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery264.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1406.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery267.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1121.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery269.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1616.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery27.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1503.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery270.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1819.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery271.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1375.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery273.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1023.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery277.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1129.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery278.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1213.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery279.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1206.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery28.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1549.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery280.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1024.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery282.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1599.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery284.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1580.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery285.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1874.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery286.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1709.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery29.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1204.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery290.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1886.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery292.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1349.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery293.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1264.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery295.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1458.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery296.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1815.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery297.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1811.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery298.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1400.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery299.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1492.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\battery\battery30.jpg (Original: Z:\GarbageClassification\data\non_recyclable\battery\battery1352.jpg)
