Duplicate Removal Log - 20250422_010552
Total images scanned: 2199
Removed: Z:\GarbageClassification\data\recyclable\metal\metal310.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1038.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal311.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1039.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal313.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1040.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal314.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1041.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal315.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1042.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal316.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1043.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal317.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1044.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal318.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1045.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal319.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1046.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal320.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1047.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal321.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1048.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal322.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1049.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal324.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1050.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal325.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1051.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal326.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1052.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal327.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1053.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal328.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1054.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal329.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1055.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal330.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1056.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal331.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1057.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal332.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1058.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal333.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1059.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal336.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1060.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal337.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1061.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal338.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1062.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal339.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1063.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal340.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1064.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal341.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1065.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal342.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1066.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal343.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1067.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal344.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1068.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal345.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1069.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal347.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1070.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal348.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1071.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal349.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1072.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal350.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1073.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal351.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1074.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal352.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1075.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal353.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1076.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal354.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1077.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal355.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1078.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal356.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1079.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal358.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1080.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal359.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1081.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal360.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1082.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal361.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1083.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal362.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1084.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal363.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1085.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal364.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1086.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal365.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1087.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal366.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1088.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal367.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1089.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal369.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1090.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal370.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1091.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal371.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1092.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal372.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1093.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal373.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1094.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal374.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1095.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal375.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1096.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal376.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1097.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal377.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1098.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal378.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1099.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal380.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1100.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal381.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1101.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal382.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1102.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal383.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1103.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal384.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1104.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal385.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1105.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal386.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1106.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal387.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1107.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal388.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1108.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal389.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1109.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal391.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1110.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal392.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1111.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal393.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1112.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal394.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1113.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal395.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1114.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal396.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1115.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal397.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1116.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal398.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1117.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal399.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1118.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal400.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1119.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal402.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1120.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal403.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1121.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal404.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1122.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal405.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1123.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal406.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1124.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal407.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1125.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal408.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1126.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal409.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1127.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal410.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1128.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal411.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1129.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal413.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1130.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal414.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1131.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal415.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1132.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal416.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1133.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal417.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1134.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal418.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1135.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal419.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1136.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal420.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1137.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal421.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1138.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal422.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1139.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal424.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1140.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal425.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1141.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal426.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1142.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal427.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1143.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal428.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1144.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal429.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1145.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal430.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1146.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal431.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1147.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal432.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1148.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal433.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1149.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal435.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1150.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal436.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1151.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal437.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1152.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal438.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1153.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal439.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1154.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal440.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1155.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal441.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1156.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal442.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1157.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal443.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1158.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal444.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1159.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal447.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1160.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal448.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1161.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal449.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1162.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal450.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1163.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal451.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1164.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal452.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1165.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal453.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1166.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal454.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1167.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal455.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1168.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal456.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1169.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal458.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1170.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal459.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1171.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal460.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1172.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal461.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1173.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal462.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1174.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal463.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1175.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal464.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1176.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal465.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1177.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal466.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1178.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal467.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal1179.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal770.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal14.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal771.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal15.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal772.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal16.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal773.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal17.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal774.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal18.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal775.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal19.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal776.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal20.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal777.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal21.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal778.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal22.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal779.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal23.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal780.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal25.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal781.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal26.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal782.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal27.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal783.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal28.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal784.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal29.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal785.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal30.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal786.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal31.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal787.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal32.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal788.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal33.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal789.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal34.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal790.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal36.jpg)
Removed: Z:\GarbageClassification\data\recyclable\metal\metal791.jpg (Original: Z:\GarbageClassification\data\recyclable\metal\metal37.jpg)
